onset	duration	imageid
8	4	490222
16	4	232219
20	4	348006
24	4	72899
28	4	409489
32	4	317476
36	4	99581
40	4	516328
44	4	291140
48	4	194921
52	4	441507
56	4	150541
60	4	393760
64	4	303250
68	4	127863
72	4	140909
76	4	513445
80	4	228919
84	4	205279
88	4	202888
92	4	250205
96	4	209763
100	4	194851
104	4	294403
112	4	456478
120	4	177858
124	4	55022
128	4	143198
132	4	460408
136	4	314357
140	4	256799
144	4	306900
148	4	430567
152	4	196108
156	4	394182
160	4	511402
164	4	358646
168	4	278988
172	4	361844
176	4	253755
180	4	337505
184	4	491211
188	4	520213
192	4	147052
196	4	357696
200	4	309424
204	4	511848
208	4	165387
212	4	406807
216	4	183690
220	4	451824
224	4	370138
228	4	212559
232	4	384563
236	4	521964
240	4	451036
244	4	537066
248	4	400593
252	4	511358
256	4	372588
260	4	294034
268	4	503069
272	4	59949
276	4	180970
280	4	239616
284	4	418372
288	4	560018
292	4	224414
296	4	461130
300	4	284934
304	4	239657
308	4	323789
312	4	184828
316	4	13348
320	4	262228
324	4	158359
328	4	538976
332	4	260679
336	4	239520
340	4	215170
344	4	397187
348	4	516617
356	4	489123
360	4	243251
364	4	241431
