onset	duration	imageid
8	4	520685
12	4	16823
16	4	329078
20	4	286820
24	4	386179
28	4	312785
32	4	367092
36	4	84270
40	4	205607
44	4	363061
48	4	158233
52	4	222871
56	4	453772
60	4	98159
64	4	313156
68	4	471946
72	4	2964
76	4	340109
80	4	262933
84	4	309694
88	4	472065
92	4	175870
96	4	450202
100	4	383576
104	4	467071
108	4	260699
112	4	275755
116	4	79651
120	4	154073
124	4	356290
128	4	417265
132	4	176736
136	4	344724
140	4	395957
144	4	429318
148	4	141920
160	4	5601
164	4	216664
168	4	286149
172	4	494014
180	4	72091
184	4	544556
188	4	534723
192	4	573732
196	4	178770
200	4	381810
204	4	296134
208	4	355786
212	4	288751
216	4	432569
220	4	194722
224	4	271388
228	4	562843
236	4	178410
240	4	407779
244	4	167235
248	4	262442
256	4	381036
260	4	280320
264	4	253992
268	4	420396
272	4	441147
276	4	199318
280	4	418257
284	4	226459
288	4	385190
292	4	307930
296	4	379399
300	4	125898
304	4	550021
308	4	192954
312	4	509819
316	4	128921
320	4	513806
324	4	413088
328	4	201322
336	4	295412
340	4	551413
344	4	489183
348	4	254568
352	4	443397
356	4	384136
360	4	193340
364	4	127550
368	4	556547
