onset	duration	imageid
12	4	245153
16	4	82821
20	4	397950
24	4	163297
28	4	422192
32	4	342665
36	4	118594
40	4	9891
44	4	566324
48	4	441255
52	4	552776
56	4	9479
60	4	349582
64	4	417693
68	4	192982
72	4	482940
76	4	285825
80	4	28452
84	4	80337
88	4	5992
92	4	336046
96	4	441883
100	4	80720
104	4	206001
108	4	319903
112	4	510313
116	4	424800
120	4	325783
124	4	392943
128	4	140582
132	4	59947
136	4	252929
140	4	486376
144	4	476093
148	4	561911
152	4	325915
156	4	558542
164	4	23996
168	4	246940
172	4	189159
176	4	267697
180	4	573943
184	4	296110
188	4	149622
196	4	475678
200	4	466529
204	4	418175
208	4	206369
212	4	122927
216	4	443627
220	4	224874
224	4	174157
236	4	544044
244	4	17959
248	4	477700
252	4	364853
256	4	277807
260	4	452470
264	4	368044
268	4	423909
272	4	236593
276	4	275793
280	4	419867
284	4	449856
288	4	386371
292	4	287364
296	4	295613
300	4	460092
304	4	134829
308	4	160811
312	4	332352
316	4	209468
320	4	289895
324	4	510820
328	4	510239
332	4	365819
336	4	193327
340	4	493760
344	4	482959
348	4	494194
352	4	193129
356	4	181627
360	4	440434
364	4	170914
368	4	500977
