onset	duration	imageid
8	4	382533
12	4	157526
16	4	65455
20	4	193347
24	4	313562
28	4	468182
32	4	208773
36	4	396252
40	4	178874
44	4	112626
48	4	448492
52	4	73946
56	4	315195
60	4	231527
64	4	237919
68	4	519768
72	4	281758
80	4	370270
84	4	519703
88	4	406292
92	4	188184
96	4	336939
100	4	506832
104	4	489815
108	4	399162
112	4	189645
116	4	567657
120	4	506514
124	4	577028
128	4	266375
132	4	540097
136	4	495489
140	4	12120
144	4	269490
148	4	100489
152	4	511537
156	4	384231
160	4	552066
164	4	254082
168	4	425390
172	4	203006
176	4	480179
180	4	263006
184	4	293784
192	4	438995
196	4	99010
200	4	234745
204	4	329734
208	4	566331
216	4	580729
220	4	302900
224	4	483011
228	4	482810
232	4	492710
236	4	379035
240	4	208815
244	4	420765
248	4	328075
252	4	553038
256	4	174103
260	4	293980
268	4	491623
272	4	306439
276	4	195425
284	4	263400
288	4	529524
292	4	277470
300	4	265771
304	4	170638
308	4	213816
312	4	39000
316	4	174723
320	4	234748
324	4	209613
328	4	222311
332	4	526168
336	4	97585
340	4	141518
344	4	16072
348	4	104081
352	4	226744
356	4	275316
360	4	142470
364	4	275102
368	4	507992
