onset	duration	imageid
8	4	292249
12	4	449856
16	4	338468
20	4	291484
24	4	351401
28	4	193222
32	4	266749
36	4	140909
40	4	301546
44	4	10881
48	4	197175
52	4	185282
56	4	408167
60	4	424940
64	4	367087
68	4	175994
72	4	494283
76	4	348314
80	4	127531
88	4	479358
92	4	223319
96	4	298177
100	4	522252
104	4	315128
108	4	425341
112	4	156935
116	4	364853
120	4	439050
124	4	197044
128	4	401088
132	4	357696
140	4	550281
144	4	526732
148	4	406368
152	4	491510
156	4	576262
160	4	559935
164	4	376921
168	4	37697
172	4	564552
176	4	246843
180	4	357117
184	4	424800
192	4	393497
196	4	259809
200	4	558542
208	4	261750
212	4	420229
216	4	407779
220	4	552990
224	4	244496
228	4	88165
232	4	327039
240	4	204549
244	4	365015
248	4	302989
252	4	165433
256	4	442009
260	4	502134
264	4	52543
268	4	508311
272	4	461130
276	4	506903
280	4	318598
284	4	373101
288	4	157105
292	4	196971
296	4	30156
300	4	6763
304	4	85625
308	4	282771
312	4	493286
316	4	577631
320	4	191477
324	4	258119
328	4	254050
332	4	275406
336	4	451169
344	4	484080
348	4	324049
352	4	519027
356	4	386179
360	4	581223
364	4	479711
368	4	208079
