onset	duration	imageid
8	4	337422
12	4	258400
16	4	461498
20	4	566062
24	4	224778
28	4	296032
32	4	538912
36	4	73823
40	4	99913
44	4	482784
48	4	489103
52	4	503212
56	4	337194
60	4	184978
64	4	140640
68	4	473015
72	4	158359
76	4	193129
80	4	293955
84	4	109441
88	4	266275
92	4	506748
96	4	347445
100	4	18918
104	4	209941
108	4	400487
112	4	491623
116	4	280112
120	4	359005
124	4	144608
128	4	284667
132	4	206137
136	4	294403
140	4	514635
144	4	203636
148	4	459563
152	4	109425
156	4	180593
164	4	372740
168	4	286227
172	4	495541
176	4	194540
180	4	168619
184	4	447877
188	4	516328
196	4	239613
200	4	396932
204	4	360665
208	4	432119
212	4	324500
216	4	559171
220	4	210693
224	4	4415
228	4	570386
236	4	287994
240	4	229658
248	4	452058
252	4	384563
256	4	173202
260	4	494090
264	4	379318
268	4	523831
272	4	342490
276	4	430254
280	4	445464
284	4	311471
288	4	162898
292	4	447778
296	4	239616
300	4	412760
304	4	197854
308	4	172187
312	4	353301
316	4	43971
320	4	424760
324	4	253452
328	4	212691
332	4	430455
336	4	357904
344	4	121242
348	4	492993
352	4	193401
356	4	509485
360	4	65485
368	4	299325
