onset	duration	imageid
16	4	512468
20	4	276720
24	4	273316
28	4	218312
36	4	436626
40	4	289696
44	4	330455
48	4	355217
52	4	242709
56	4	464498
60	4	528399
64	4	294574
68	4	514939
72	4	359701
76	4	265355
80	4	489849
84	4	308073
88	4	410908
92	4	141494
96	4	459566
100	4	453472
104	4	384231
108	4	406646
112	4	343857
116	4	495519
120	4	549209
124	4	115740
132	4	5482
136	4	487020
140	4	235953
144	4	452852
152	4	510239
156	4	174423
160	4	313709
164	4	328812
172	4	462123
176	4	511689
180	4	508370
184	4	526168
188	4	270956
192	4	433156
196	4	220353
200	4	372914
204	4	559873
208	4	198178
212	4	158233
216	4	213816
220	4	533532
224	4	555904
228	4	271620
232	4	139042
236	4	178040
240	4	240323
244	4	283279
248	4	327738
252	4	480403
256	4	229852
260	4	306975
264	4	9381
268	4	441255
272	4	426040
276	4	334448
280	4	468379
284	4	239882
288	4	399864
292	4	495489
296	4	334810
300	4	565746
304	4	290969
308	4	291140
312	4	196178
316	4	40569
320	4	288683
324	4	265161
328	4	101031
332	4	478518
336	4	523571
340	4	462192
344	4	485958
348	4	132991
352	4	433297
356	4	301783
360	4	423850
364	4	336390
368	4	221523
