onset	duration	imageid
8	4	113867
12	4	175047
16	4	286698
20	4	291497
24	4	255971
28	4	327039
32	4	175038
36	4	208731
44	4	577146
48	4	330420
52	4	360665
56	4	404854
60	4	8821
64	4	493286
68	4	367814
76	4	511432
84	4	230819
88	4	115740
92	4	26517
96	4	9409
100	4	70558
104	4	183236
108	4	252535
112	4	208727
116	4	199127
120	4	408439
124	4	415694
128	4	100624
132	4	487038
136	4	209513
140	4	84489
144	4	501358
148	4	305924
152	4	315257
156	4	373639
160	4	272837
164	4	6421
168	4	518517
172	4	550722
176	4	287974
180	4	109314
184	4	372855
192	4	9987
196	4	326484
200	4	139109
204	4	504878
208	4	205614
212	4	234660
216	4	529956
220	4	240301
224	4	323303
228	4	198178
232	4	244496
236	4	26564
240	4	358195
244	4	279831
248	4	232348
252	4	553552
256	4	424705
260	4	373101
268	4	262161
272	4	199310
276	4	198214
280	4	292088
288	4	97883
292	4	293589
296	4	135338
300	4	538547
304	4	275691
308	4	487489
312	4	59971
316	4	533739
320	4	231747
324	4	162892
328	4	432892
332	4	579902
336	4	33799
340	4	500135
344	4	461549
348	4	555206
352	4	406646
356	4	371406
360	4	440160
364	4	13249
368	4	451101
