onset	duration	imageid
8	4	556485
12	4	447778
16	4	269381
20	4	287415
24	4	321500
28	4	18214
32	4	132860
36	4	371029
44	4	501189
48	4	512961
52	4	401507
56	4	494248
60	4	342566
64	4	307124
68	4	340128
72	4	318726
76	4	268037
80	4	148458
84	4	426500
88	4	91463
92	4	236312
96	4	59934
100	4	22382
104	4	546965
108	4	472030
112	4	419232
116	4	93677
120	4	135513
124	4	561529
128	4	176031
136	4	281273
140	4	286925
144	4	174888
148	4	518026
152	4	466926
156	4	557334
160	4	258400
164	4	336682
168	4	10472
172	4	491932
176	4	554607
180	4	274267
184	4	149918
188	4	253308
196	4	295370
200	4	453488
204	4	259676
208	4	171099
212	4	516623
224	4	258289
228	4	310897
232	4	340993
236	4	307136
240	4	379308
244	4	417299
248	4	323116
252	4	286973
256	4	175867
260	4	205677
264	4	246099
268	4	480057
272	4	439614
276	4	334396
280	4	548423
284	4	139658
288	4	153126
292	4	543729
296	4	178742
300	4	287374
304	4	197666
308	4	366025
312	4	373219
316	4	254050
320	4	371939
324	4	480983
328	4	185862
332	4	575624
336	4	62808
340	4	40569
344	4	121242
348	4	419468
352	4	361519
360	4	540714
364	4	204423
368	4	502321
