onset	duration	imageid
8	4	545409
12	4	78482
16	4	191403
20	4	276458
24	4	198651
28	4	513199
32	4	477435
40	4	255440
44	4	454722
48	4	268065
52	4	291269
56	4	255158
60	4	266633
64	4	236528
68	4	227125
72	4	273304
76	4	274116
80	4	715
84	4	5434
88	4	9462
92	4	505347
96	4	276626
100	4	364437
104	4	309294
108	4	66706
112	4	173202
116	4	338189
120	4	443646
124	4	276796
128	4	116352
132	4	172420
136	4	429260
140	4	142971
144	4	564451
148	4	174934
152	4	246001
156	4	511658
160	4	443805
164	4	394486
168	4	547738
172	4	240378
176	4	357824
180	4	483074
184	4	281615
188	4	178748
192	4	5037
196	4	162770
200	4	207915
204	4	359635
208	4	280224
212	4	492674
220	4	547192
224	4	451720
228	4	207998
232	4	239158
236	4	334603
240	4	272957
244	4	523571
248	4	222893
252	4	486187
256	4	4444
260	4	109976
264	4	243986
268	4	73533
272	4	579679
276	4	460453
284	4	576398
292	4	61410
296	4	325799
300	4	105455
304	4	575008
308	4	268717
312	4	363191
316	4	532747
320	4	418115
324	4	347405
328	4	36569
336	4	508207
340	4	520341
344	4	147963
348	4	469810
352	4	448842
356	4	352478
360	4	186296
368	4	337609
