onset	duration	imageid
8	4	211877
12	4	534443
16	4	306900
20	4	537169
24	4	487264
28	4	274599
32	4	363160
36	4	466451
44	4	528906
48	4	382784
52	4	479696
56	4	252214
60	4	565612
64	4	338168
68	4	181756
72	4	476093
76	4	291066
80	4	467138
84	4	69536
88	4	380305
96	4	46760
100	4	454722
104	4	202129
108	4	244994
112	4	157462
116	4	215462
124	4	280823
132	4	82846
136	4	326726
140	4	218310
144	4	438556
148	4	543573
156	4	257796
160	4	490579
164	4	162735
168	4	228525
172	4	139686
176	4	280241
180	4	425685
184	4	310906
188	4	162858
192	4	451397
196	4	211631
200	4	196082
204	4	580294
208	4	521256
212	4	6771
216	4	293218
220	4	480780
224	4	194903
228	4	261858
232	4	399147
240	4	349582
244	4	527963
248	4	319228
252	4	417373
256	4	175227
260	4	544556
264	4	64718
268	4	232670
272	4	343185
276	4	258196
280	4	371351
284	4	340545
288	4	408838
292	4	450303
296	4	241317
300	4	340109
304	4	308263
308	4	150541
312	4	23781
316	4	466480
320	4	422706
324	4	5001
328	4	313116
332	4	325206
336	4	310981
340	4	199196
344	4	395598
348	4	451824
352	4	288694
356	4	538982
360	4	198550
364	4	343484
368	4	178634
