onset	duration	imageid
8	4	260101
12	4	188819
16	4	94185
24	4	526904
28	4	7444
32	4	273378
36	4	199011
40	4	184914
44	4	242979
48	4	309856
52	4	328301
56	4	561891
60	4	336577
64	4	526105
68	4	476634
72	4	324037
76	4	9987
80	4	368087
84	4	509712
88	4	512263
92	4	262229
96	4	205443
100	4	475678
104	4	220376
108	4	555998
116	4	354946
120	4	203108
124	4	326325
128	4	197036
132	4	191078
136	4	230639
140	4	259040
144	4	70558
148	4	572173
152	4	352410
156	4	297870
160	4	207564
164	4	452078
168	4	44763
172	4	224471
176	4	260699
180	4	338941
188	4	368875
192	4	573997
196	4	165247
200	4	104081
204	4	16228
208	4	34551
212	4	98261
216	4	398200
224	4	214309
228	4	513968
232	4	418087
236	4	417987
240	4	542776
244	4	272097
248	4	301615
252	4	286723
256	4	542211
260	4	453452
264	4	280540
268	4	365446
272	4	516617
276	4	493851
280	4	417265
284	4	370999
288	4	223719
292	4	128112
300	4	171099
304	4	309721
308	4	343596
312	4	509626
316	4	464903
320	4	160772
324	4	465060
332	4	473134
336	4	123585
340	4	84477
344	4	288814
348	4	174157
352	4	429283
356	4	396550
360	4	338497
364	4	277433
368	4	518517
