onset	duration	imageid
8	4	326035
12	4	309633
16	4	287639
20	4	278006
24	4	398756
28	4	520310
32	4	39656
40	4	462192
44	4	166706
48	4	236607
52	4	343185
56	4	505552
60	4	539845
64	4	255210
68	4	482696
72	4	452058
76	4	323827
80	4	34551
84	4	223648
88	4	213945
92	4	453158
96	4	530197
100	4	534763
104	4	276626
108	4	564708
112	4	259717
116	4	242973
124	4	507763
128	4	451066
132	4	506514
136	4	224220
140	4	175830
144	4	204186
148	4	313097
152	4	452470
156	4	510782
160	4	354770
164	4	454610
168	4	485696
172	4	368595
176	4	392364
180	4	340539
184	4	515445
188	4	234633
196	4	290619
200	4	351734
204	4	354111
208	4	338597
216	4	365446
220	4	308310
224	4	554066
228	4	492974
232	4	376941
236	4	209731
240	4	407911
244	4	445327
248	4	29397
252	4	331082
256	4	175038
264	4	423643
272	4	462802
276	4	319933
280	4	314408
284	4	410262
288	4	174004
292	4	31118
296	4	9696
300	4	378331
304	4	336961
308	4	355761
312	4	38829
316	4	288723
320	4	230321
324	4	390515
328	4	309454
332	4	296657
336	4	192532
340	4	453452
344	4	561578
348	4	335834
352	4	296106
356	4	460370
360	4	240378
364	4	325850
368	4	554040
