onset	duration	imageid
8	4	393036
12	4	174145
16	4	335712
20	4	572173
24	4	18918
28	4	192581
32	4	302222
36	4	196138
40	4	303020
44	4	293252
48	4	579818
52	4	350953
56	4	385674
60	4	533603
64	4	284510
68	4	274773
72	4	512961
76	4	291499
80	4	503097
84	4	247451
92	4	231527
96	4	180657
100	4	192799
104	4	563514
108	4	467071
112	4	512421
120	4	436626
124	4	232050
128	4	242169
132	4	387136
136	4	142649
140	4	260448
144	4	280122
148	4	461224
152	4	416088
156	4	340128
160	4	570465
164	4	523026
168	4	581458
176	4	399212
180	4	572536
184	4	354368
188	4	223130
192	4	499768
196	4	426170
200	4	492562
204	4	550815
208	4	632
212	4	570588
216	4	396858
220	4	287437
224	4	344592
228	4	527427
232	4	526087
236	4	8899
240	4	554978
244	4	332352
248	4	399655
252	4	521048
256	4	399164
260	4	174188
264	4	210856
268	4	409706
272	4	312041
280	4	74213
284	4	373511
288	4	117336
292	4	490860
296	4	404254
300	4	209763
308	4	280241
312	4	290942
316	4	195510
324	4	6763
328	4	297600
332	4	352502
336	4	250205
340	4	550438
344	4	242216
348	4	206112
352	4	259676
356	4	11805
360	4	22623
364	4	234660
368	4	494382
