onset	duration	imageid
8	4	534548
12	4	557045
16	4	146398
20	4	140582
24	4	276515
28	4	454388
32	4	197408
40	4	264758
44	4	468133
48	4	517910
52	4	410585
56	4	329546
60	4	461450
64	4	434305
68	4	174711
72	4	336643
76	4	273082
80	4	205904
84	4	193044
88	4	338497
92	4	193166
96	4	552112
104	4	543992
108	4	529887
112	4	489983
120	4	465017
124	4	385190
128	4	188592
132	4	263328
136	4	1554
140	4	527558
144	4	557023
148	4	346450
152	4	140736
156	4	229191
160	4	417143
164	4	202909
168	4	199594
172	4	449826
176	4	547055
180	4	45070
184	4	131245
188	4	293931
192	4	520009
196	4	368736
200	4	335981
204	4	254009
208	4	210015
212	4	293153
216	4	327433
220	4	537169
224	4	395973
228	4	331354
232	4	576010
236	4	17959
240	4	338189
244	4	452272
248	4	141648
252	4	391422
256	4	147830
260	4	175000
268	4	365980
272	4	310897
276	4	326377
280	4	11667
284	4	188440
288	4	237767
292	4	482810
296	4	474637
300	4	167755
304	4	575406
308	4	454898
320	4	334448
324	4	303370
328	4	554106
332	4	493983
336	4	245160
340	4	453779
344	4	440160
348	4	396420
352	4	343596
356	4	389445
360	4	518914
364	4	310348
368	4	286912
