onset	duration	imageid
8	4	288586
12	4	505104
16	4	84270
20	4	349588
24	4	311180
28	4	581223
36	4	490579
40	4	447135
44	4	142680
48	4	123585
52	4	287407
56	4	423050
60	4	337269
64	4	511269
68	4	363784
72	4	315195
76	4	368397
80	4	252214
84	4	337525
88	4	118379
92	4	418372
96	4	372308
100	4	331085
104	4	573484
108	4	384136
112	4	320015
116	4	128112
120	4	390826
124	4	440434
128	4	373199
132	4	540714
140	4	207915
144	4	240323
148	4	363191
152	4	336001
156	4	242979
160	4	24036
164	4	198518
172	4	261750
176	4	416652
180	4	221621
184	4	495985
188	4	467572
192	4	520213
196	4	510976
200	4	580729
208	4	131018
212	4	365624
216	4	492489
220	4	203040
224	4	161278
228	4	439439
232	4	373196
236	4	567444
240	4	337011
244	4	241209
248	4	329756
252	4	242104
256	4	121242
260	4	5477
264	4	498601
271	4	400870
272	4	342385
276	4	342476
280	4	329150
284	4	360706
292	4	191283
296	4	260439
300	4	508207
304	4	315030
308	4	538595
312	4	386912
316	4	174157
320	4	200736
324	4	512037
328	4	339344
332	4	280297
336	4	215421
340	4	558551
344	4	300644
352	4	237077
356	4	451720
360	4	452070
364	4	573732
368	4	357117
