onset	duration	imageid
8	4	314377
12	4	253971
16	4	490294
20	4	304447
24	4	284911
28	4	419610
36	4	179808
40	4	156751
44	4	401392
48	4	353494
52	4	540146
56	4	287228
60	4	279522
64	4	238005
68	4	205571
72	4	167910
76	4	91257
80	4	341010
84	4	233039
88	4	300578
92	4	143132
96	4	11260
104	4	200089
108	4	334883
112	4	194707
116	4	143198
120	4	579679
124	4	527059
128	4	174496
132	4	521964
136	4	364521
140	4	136111
144	4	536073
148	4	570543
152	4	398727
156	4	54628
160	4	240322
164	4	314357
168	4	229228
172	4	511658
176	4	322844
180	4	263212
184	4	511343
188	4	573483
192	4	239243
196	4	537692
200	4	471468
204	4	254119
208	4	165162
212	4	336958
216	4	378137
220	4	195449
228	4	106881
232	4	185186
236	4	526256
240	4	174721
244	4	340876
248	4	349423
256	4	347463
260	4	151893
264	4	429735
268	4	476106
272	4	559380
276	4	515390
280	4	337844
288	4	320390
292	4	205183
296	4	347407
300	4	327433
304	4	252699
308	4	197225
312	4	502321
316	4	342295
320	4	457146
324	4	176847
328	4	283502
332	4	141163
336	4	256564
340	4	276458
344	4	513806
348	4	451490
352	4	311953
356	4	71737
360	4	310989
368	4	470641
