onset	duration	imageid
8	4	360494
12	4	349152
16	4	196009
20	4	295423
24	4	330455
28	4	11158
32	4	240813
36	4	477417
44	4	125952
52	4	397187
56	4	87470
60	4	337984
64	4	311206
68	4	240247
76	4	202672
80	4	330726
84	4	463151
88	4	180970
92	4	147595
96	4	36728
100	4	235609
104	4	568982
108	4	276458
112	4	464689
116	4	176031
120	4	330311
124	4	378700
128	4	504608
136	4	253944
140	4	508311
144	4	314816
148	4	327404
152	4	522252
156	4	428746
160	4	20362
164	4	465855
168	4	5037
172	4	348162
176	4	282206
180	4	141005
184	4	541092
192	4	243745
196	4	157462
200	4	295896
204	4	476106
208	4	555339
212	4	22014
216	4	538067
220	4	451522
224	4	362643
228	4	239739
232	4	140088
236	4	233395
240	4	15660
244	4	391480
248	4	418260
252	4	327005
256	4	187235
260	4	273304
264	4	479711
268	4	180650
272	4	161609
276	4	239613
280	4	541596
284	4	402412
288	4	292034
292	4	154497
296	4	510239
300	4	429898
304	4	188181
308	4	324082
312	4	72899
316	4	372819
320	4	125898
324	4	490708
328	4	179812
332	4	320875
336	4	54605
340	4	523780
344	4	442009
348	4	423637
352	4	417693
356	4	488790
364	4	403910
368	4	184940
