onset	duration	imageid
8	4	185687
12	4	71631
16	4	511358
20	4	523524
24	4	147443
28	4	368066
32	4	307435
40	4	482784
44	4	215170
48	4	526904
52	4	280847
56	4	287994
60	4	239158
64	4	429991
68	4	492610
72	4	445325
76	4	194700
84	4	269866
88	4	280551
92	4	191156
96	4	511694
100	4	174679
104	4	316471
108	4	298658
112	4	196205
116	4	470588
120	4	324817
124	4	167748
128	4	511343
132	4	571427
136	4	455674
140	4	326075
144	4	551889
148	4	361356
152	4	495419
156	4	371684
160	4	521231
164	4	255016
168	4	425123
172	4	297304
176	4	254824
180	4	361248
184	4	264821
188	4	413459
196	4	131300
200	4	405226
208	4	334396
212	4	573997
216	4	456343
220	4	539335
224	4	220858
228	4	310376
236	4	245820
240	4	412760
244	4	382214
248	4	156751
252	4	170914
256	4	263735
260	4	298904
264	4	551413
268	4	243251
272	4	493300
276	4	535130
280	4	148999
284	4	246001
288	4	528786
292	4	284667
296	4	291493
300	4	461549
304	4	311616
308	4	510260
316	4	205116
320	4	309694
324	4	514773
328	4	254997
332	4	159791
336	4	460100
340	4	232894
344	4	407336
348	4	526168
352	4	264944
356	4	200212
360	4	428485
364	4	460091
368	4	459912
