onset	duration	imageid
8	4	271051
12	4	157526
16	4	291784
20	4	365879
24	4	210708
28	4	228727
32	4	515837
36	4	317458
40	4	511963
44	4	20059
48	4	284148
52	4	252929
56	4	388031
60	4	244635
64	4	260088
68	4	326484
72	4	278923
80	4	4134
84	4	515572
88	4	297277
92	4	265063
96	4	451698
100	4	263453
104	4	560254
108	4	393760
112	4	551596
116	4	523669
120	4	570588
124	4	183276
128	4	138730
136	4	33850
140	4	239352
144	4	44699
148	4	564465
152	4	265051
156	4	194669
160	4	108244
164	4	549535
168	4	131444
172	4	221119
176	4	8657
180	4	222871
184	4	431165
192	4	272566
196	4	471822
204	4	229111
212	4	422323
216	4	580629
220	4	181841
224	4	296169
228	4	414982
232	4	94863
236	4	454860
240	4	285696
244	4	311645
248	4	448868
252	4	279824
256	4	292907
260	4	82003
264	4	468133
268	4	540728
272	4	287364
276	4	42919
280	4	383576
284	4	365707
288	4	234697
292	4	327529
296	4	180650
304	4	447235
308	4	320015
312	4	354111
316	4	229605
320	4	430567
324	4	193488
328	4	36728
332	4	449826
336	4	311300
340	4	123321
344	4	483011
348	4	219294
352	4	270554
356	4	242104
360	4	366470
364	4	331140
368	4	398633
