onset	duration	imageid
8	4	311902
12	4	291506
16	4	179812
20	4	540186
24	4	293493
32	4	344096
36	4	454610
40	4	262895
44	4	320308
48	4	473695
52	4	465855
56	4	378331
60	4	223739
64	4	7088
68	4	420864
72	4	266680
76	4	322091
80	4	398962
84	4	492540
88	4	295657
96	4	297141
100	4	546984
104	4	555631
108	4	484721
112	4	377411
116	4	361248
120	4	201342
124	4	366174
128	4	131300
132	4	338189
136	4	108503
140	4	241221
144	4	191359
148	4	157020
152	4	354235
156	4	286284
160	4	304300
164	4	332836
168	4	556369
172	4	491902
176	4	184889
180	4	570460
184	4	427449
188	4	450959
192	4	426170
196	4	418181
200	4	372349
204	4	166474
208	4	289140
212	4	389753
216	4	338210
220	4	355786
224	4	379035
228	4	175210
232	4	358195
236	4	498562
240	4	301597
244	4	263685
252	4	465862
256	4	33383
260	4	5600
264	4	560054
268	4	296106
272	4	439439
280	4	465080
284	4	208363
288	4	423643
292	4	465530
296	4	373511
300	4	340145
308	4	351530
312	4	391460
316	4	229357
320	4	239157
324	4	436023
328	4	260738
332	4	451160
336	4	336027
340	4	580979
344	4	510144
348	4	403424
352	4	140617
360	4	294020
364	4	495403
368	4	71647
