onset	duration	imageid
8	4	273253
12	4	416088
16	4	165225
20	4	452251
24	4	368044
28	4	507763
32	4	561256
36	4	463151
40	4	82821
44	4	511988
48	4	489183
52	4	257629
56	4	311304
60	4	341676
64	4	151432
68	4	486376
72	4	401838
76	4	374371
80	4	180373
84	4	233434
88	4	559235
92	4	402957
100	4	3321
104	4	461086
108	4	169510
112	4	119686
116	4	186296
120	4	54605
124	4	333509
128	4	576421
132	4	209654
136	4	412362
140	4	287407
144	4	399600
148	4	435272
152	4	254779
156	4	296030
160	4	23996
164	4	487399
168	4	358989
172	4	297069
176	4	413395
180	4	267715
184	4	174773
188	4	221017
192	4	530212
200	4	400299
204	4	166464
208	4	387136
212	4	288685
216	4	116819
220	4	218854
228	4	166706
232	4	244713
240	4	433652
244	4	559958
248	4	278174
252	4	159128
256	4	380729
260	4	329755
264	4	282946
268	4	297683
272	4	38829
276	4	554770
280	4	355022
284	4	332625
288	4	578387
292	4	456908
296	4	163716
300	4	239773
304	4	255137
308	4	316826
312	4	560158
320	4	517182
324	4	175336
328	4	240940
332	4	261022
336	4	506832
340	4	427805
344	4	355761
348	4	191270
352	4	354305
360	4	408925
364	4	172617
368	4	342665
