onset	duration	imageid
8	4	394248
12	4	267946
16	4	271120
20	4	175331
24	4	260040
28	4	511002
32	4	469844
36	4	180824
40	4	355321
44	4	165050
52	4	267697
56	4	253674
60	4	324104
64	4	539449
68	4	222078
72	4	469810
76	4	450202
80	4	544009
84	4	147667
88	4	464444
92	4	467308
96	4	490535
100	4	170638
104	4	321500
108	4	219820
112	4	293931
116	4	498633
120	4	236739
124	4	278309
128	4	373218
132	4	467842
136	4	255614
140	4	554699
148	4	313480
152	4	202888
156	4	384527
160	4	467177
164	4	316855
168	4	320875
172	4	360706
176	4	317323
180	4	228185
184	4	39000
192	4	196344
196	4	526758
200	4	254007
204	4	183809
208	4	298726
212	4	369788
216	4	35907
228	4	569251
232	4	213086
236	4	285825
240	4	353090
244	4	287974
248	4	387685
252	4	160811
256	4	232762
260	4	330420
264	4	521739
268	4	429995
272	4	316161
276	4	523318
280	4	492544
284	4	268239
288	4	176060
292	4	314649
296	4	173515
300	4	213945
304	4	383406
308	4	564382
312	4	341714
320	4	523672
324	4	146332
328	4	402412
332	4	326064
336	4	529273
340	4	531322
344	4	361356
348	4	9696
352	4	276631
356	4	148422
360	4	173091
364	4	46813
368	4	359860
