onset	duration	imageid
8	4	399746
12	4	482954
16	4	330100
20	4	25959
24	4	451793
28	4	174723
32	4	545016
36	4	203299
40	4	338509
44	4	544719
48	4	319868
52	4	487757
56	4	489419
60	4	198382
64	4	529956
68	4	143151
72	4	372353
76	4	183827
80	4	263362
84	4	260857
88	4	566324
96	4	261800
100	4	219099
104	4	571427
108	4	268037
112	4	482959
116	4	270906
120	4	2592
124	4	553735
128	4	194851
132	4	454086
136	4	460833
140	4	559877
144	4	3325
148	4	253755
152	4	220858
160	4	306439
164	4	183197
168	4	528269
172	4	262954
176	4	269381
180	4	295560
184	4	198214
188	4	429260
192	4	270609
196	4	186784
200	4	563726
204	4	489721
208	4	161352
212	4	451077
216	4	373266
220	4	118594
224	4	404666
228	4	123824
232	4	293153
236	4	41008
240	4	129054
248	4	178034
252	4	336580
256	4	142971
260	4	140439
264	4	455879
268	4	304320
272	4	286930
276	4	179479
280	4	413459
284	4	3845
292	4	402191
296	4	84270
300	4	418141
304	4	558851
308	4	287437
312	4	178751
320	4	139858
324	4	202672
328	4	560898
332	4	262161
340	4	22747
344	4	224916
348	4	405060
352	4	234676
356	4	11158
360	4	476664
364	4	271924
368	4	188184
