onset	duration	imageid
8	4	335775
12	4	561919
16	4	292088
20	4	191403
24	4	151537
28	4	402097
32	4	98095
40	4	486834
44	4	324915
48	4	495665
52	4	532285
56	4	266633
60	4	308441
64	4	510910
68	4	503077
72	4	9466
76	4	465213
80	4	539439
84	4	7307
88	4	320911
92	4	428761
96	4	529020
100	4	182673
104	4	498806
108	4	381684
116	4	154497
120	4	4444
124	4	561578
128	4	291451
132	4	393508
136	4	515445
144	4	287386
152	4	278747
156	4	500877
160	4	265356
164	4	494085
168	4	529383
176	4	520674
180	4	252779
184	4	186938
188	4	314064
192	4	139658
196	4	203333
200	4	3832
204	4	271106
208	4	278988
212	4	315
216	4	221542
220	4	242060
224	4	475485
228	4	42799
232	4	230819
236	4	476495
240	4	460100
244	4	279780
248	4	211593
252	4	279437
256	4	535165
260	4	327005
264	4	340419
268	4	288880
272	4	426246
276	4	454631
280	4	538976
284	4	511363
288	4	352561
292	4	479815
296	4	316269
300	4	515982
304	4	510402
308	4	357824
312	4	564475
316	4	145161
320	4	253992
324	4	502179
328	4	458168
336	4	74092
340	4	259419
344	4	277659
348	4	131190
352	4	349561
356	4	355826
360	4	185792
364	4	40068
368	4	261026
