onset	duration	imageid
8	4	4739
12	4	294052
16	4	416326
20	4	263479
24	4	480797
28	4	409489
32	4	500583
36	4	201043
40	4	447135
44	4	131018
48	4	187235
52	4	236677
56	4	191283
60	4	281127
64	4	518584
68	4	57150
72	4	310348
80	4	271568
84	4	505347
88	4	59947
92	4	509883
96	4	532747
100	4	211110
104	4	206112
108	4	511299
112	4	197551
116	4	307930
120	4	298135
124	4	186422
128	4	399655
132	4	456200
136	4	540280
140	4	579818
144	4	276706
148	4	26517
152	4	125952
156	4	297146
160	4	337984
164	4	269541
168	4	532623
172	4	491837
176	4	386934
180	4	492562
184	4	417006
188	4	323784
192	4	140556
196	4	205279
204	4	354045
208	4	183236
212	4	197118
216	4	302432
224	4	291827
228	4	340174
232	4	340539
236	4	418070
240	4	495884
244	4	259431
248	4	534426
256	4	255044
260	4	497227
264	4	175477
268	4	358004
272	4	102707
276	4	425722
280	4	546965
284	4	410774
288	4	241522
292	4	296573
296	4	459978
300	4	570463
304	4	240764
308	4	379317
312	4	314500
316	4	343993
320	4	489453
324	4	568854
328	4	534548
332	4	325040
336	4	477417
340	4	482940
344	4	205668
352	4	46276
356	4	541767
360	4	263006
364	4	482829
