onset	duration	imageid
8	4	478175
12	4	512468
16	4	255925
20	4	543882
24	4	412400
28	4	422314
32	4	252699
36	4	12120
40	4	445395
44	4	284148
48	4	372353
52	4	239616
56	4	310134
64	4	95069
68	4	369734
72	4	222463
76	4	494283
80	4	309474
84	4	500822
88	4	544044
92	4	326202
96	4	429318
100	4	357904
104	4	253415
108	4	311304
112	4	265315
116	4	87850
120	4	291827
128	4	331097
132	4	475485
136	4	334393
140	4	13659
144	4	20571
148	4	284691
152	4	175047
156	4	15750
160	4	381998
164	4	339796
168	4	339709
172	4	528230
176	4	193469
180	4	278306
184	4	371359
188	4	534286
192	4	298793
196	4	229132
200	4	415194
204	4	495541
208	4	274667
212	4	497628
216	4	468354
220	4	260040
224	4	224407
228	4	14439
232	4	260765
236	4	540186
240	4	8762
244	4	537669
248	4	536073
252	4	469287
260	4	298290
264	4	454858
268	4	551710
272	4	529179
280	4	9891
284	4	388057
288	4	231272
296	4	333509
300	4	435272
304	4	34687
312	4	232551
316	4	287285
320	4	488812
324	4	152000
328	4	551459
332	4	547738
336	4	198271
340	4	168832
344	4	320593
348	4	127406
352	4	294403
356	4	276076
360	4	522393
364	4	388619
368	4	311902
