onset	duration	imageid
8	4	300388
12	4	147667
16	4	518433
20	4	429015
24	4	292088
28	4	66038
36	4	69536
40	4	246364
48	4	471468
52	4	95202
56	4	191332
60	4	322726
64	4	491017
72	4	417455
76	4	299382
80	4	183151
84	4	191327
92	4	496942
96	4	239668
100	4	253521
104	4	501917
108	4	229228
112	4	9378
116	4	253452
120	4	572408
124	4	343162
128	4	449958
132	4	422192
136	4	429995
140	4	309206
144	4	578786
148	4	580629
152	4	16125
156	4	418701
160	4	144224
164	4	311645
168	4	302432
172	4	178771
176	4	386154
180	4	439614
184	4	341348
188	4	272785
196	4	37757
200	4	528161
204	4	453166
208	4	310989
212	4	534723
216	4	209859
220	4	165050
224	4	562843
228	4	173202
232	4	287289
240	4	204256
244	4	336414
248	4	443646
252	4	140490
256	4	254005
260	4	153105
264	4	175227
268	4	118594
272	4	211557
276	4	122159
280	4	302989
284	4	452251
288	4	509740
292	4	196311
296	4	223738
300	4	62808
304	4	515837
308	4	269113
312	4	476093
316	4	402992
320	4	715
324	4	370162
328	4	187886
332	4	400860
336	4	314447
340	4	2902
344	4	560173
348	4	418229
352	4	315136
356	4	467206
360	4	316855
364	4	193129
368	4	396287
