onset	duration	imageid
8	4	130997
12	4	507278
16	4	175480
20	4	175038
24	4	166259
28	4	303731
32	4	231109
36	4	347982
44	4	551334
48	4	339550
52	4	255123
56	4	404537
60	4	499979
64	4	360951
68	4	391065
72	4	18380
76	4	435076
80	4	343551
88	4	516623
92	4	308257
96	4	505104
100	4	287400
104	4	426300
108	4	378962
112	4	119965
116	4	468341
120	4	354444
124	4	127550
128	4	417602
136	4	217034
140	4	518914
144	4	196797
148	4	231527
152	4	577838
156	4	5477
160	4	184543
164	4	484661
172	4	239888
176	4	546824
180	4	495485
184	4	555065
188	4	288556
192	4	209246
196	4	478175
204	4	452158
208	4	100489
212	4	425465
216	4	449197
220	4	127932
224	4	501189
228	4	336643
232	4	9262
236	4	439865
240	4	384468
244	4	553346
248	4	420823
252	4	195510
260	4	399162
264	4	460068
268	4	480411
272	4	304374
276	4	252492
280	4	492215
284	4	393159
288	4	521881
292	4	523473
296	4	223648
300	4	291936
304	4	252188
308	4	544427
312	4	259712
316	4	299353
320	4	226084
324	4	424705
328	4	54164
332	4	275180
336	4	517878
340	4	291207
344	4	490008
348	4	211918
352	4	284960
356	4	254609
360	4	3804
364	4	239736
368	4	378533
