onset	duration	imageid
8	4	550722
12	4	483149
16	4	475223
20	4	146614
28	4	487153
32	4	510387
36	4	211110
40	4	401507
44	4	541472
48	4	239520
52	4	331272
56	4	254007
64	4	423010
72	4	316269
76	4	322968
80	4	528687
84	4	175336
88	4	493601
92	4	326325
96	4	520851
100	4	451397
104	4	425722
108	4	551596
112	4	441883
116	4	194653
120	4	360665
124	4	470641
132	4	210708
136	4	468341
140	4	339295
144	4	343993
148	4	175552
152	4	280051
156	4	471861
160	4	275211
164	4	277807
168	4	282703
172	4	90791
176	4	464909
180	4	363806
184	4	212691
188	4	148772
196	4	197044
200	4	97883
204	4	21465
208	4	533739
212	4	253455
216	4	479394
220	4	246626
224	4	192866
228	4	256799
232	4	280224
236	4	571541
240	4	13249
244	4	270609
248	4	311394
252	4	550322
256	4	243370
260	4	314292
264	4	480280
268	4	192954
276	4	154087
280	4	214309
284	4	141494
288	4	255233
292	4	493102
296	4	391823
300	4	415716
304	4	174934
308	4	92939
312	4	419980
316	4	371179
320	4	412676
324	4	503104
328	4	291770
332	4	141348
336	4	371315
340	4	370999
344	4	274663
348	4	288769
352	4	466480
356	4	260088
360	4	336046
364	4	559463
368	4	351451
