onset	duration	imageid
8	4	365659
12	4	280622
16	4	44279
20	4	31250
24	4	332875
28	4	6421
32	4	572765
36	4	464967
40	4	42
44	4	314439
48	4	256105
52	4	430537
56	4	247451
60	4	12408
64	4	183151
68	4	484636
72	4	158254
76	4	341230
80	4	218941
84	4	15750
88	4	312608
96	4	287136
100	4	503883
104	4	144391
108	4	33802
112	4	246940
116	4	12062
120	4	533255
124	4	538198
128	4	373053
136	4	467369
140	4	576212
144	4	272957
148	4	331280
152	4	382617
156	4	88218
160	4	232656
164	4	520213
168	4	211048
172	4	519895
180	4	259811
184	4	205391
188	4	42439
192	4	18214
196	4	279341
200	4	308430
204	4	192320
208	4	308487
212	4	318630
216	4	253904
220	4	482810
224	4	394486
228	4	473588
232	4	369126
236	4	4495
240	4	337525
244	4	314251
248	4	265573
252	4	539358
256	4	272194
264	4	342010
268	4	445395
272	4	410487
276	4	324817
280	4	215170
284	4	336939
288	4	491659
292	4	237920
296	4	38875
300	4	441952
304	4	371217
308	4	212559
312	4	534763
316	4	71558
320	4	574015
324	4	173044
328	4	265315
332	4	528452
340	4	464440
344	4	306363
352	4	429587
356	4	538214
360	4	339709
364	4	560018
368	4	510976
