onset	duration	imageid
8	4	203371
12	4	529179
16	4	304099
20	4	66038
24	4	178052
28	4	181992
32	4	440434
36	4	358646
40	4	174964
44	4	165365
48	4	309454
52	4	506514
56	4	113867
60	4	6040
64	4	141920
68	4	575367
72	4	454832
76	4	286092
80	4	202158
88	4	279073
100	4	176955
104	4	124277
108	4	440698
112	4	466671
116	4	140435
120	4	382563
124	4	175024
128	4	25234
132	4	175047
136	4	209906
140	4	325992
144	4	413880
148	4	280297
152	4	205272
156	4	287415
160	4	181666
164	4	193327
168	4	499911
172	4	432339
176	4	246001
180	4	382997
184	4	490112
188	4	396858
192	4	423909
200	4	371179
204	4	419232
208	4	280702
212	4	187886
216	4	162963
220	4	275755
224	4	557329
228	4	534140
232	4	255925
236	4	149791
240	4	123633
244	4	331085
248	4	426500
252	4	399744
256	4	173211
260	4	112626
264	4	332318
268	4	296739
272	4	288042
276	4	218158
280	4	417607
284	4	259753
288	4	268793
292	4	369367
300	4	184201
304	4	538164
308	4	378848
312	4	371927
316	4	495973
320	4	276239
324	4	530197
328	4	460149
332	4	338012
336	4	118379
340	4	532610
344	4	541496
348	4	17474
356	4	368474
360	4	53626
364	4	330554
368	4	555107
