onset	duration	imageid
8	4	32513
12	4	381957
16	4	161352
20	4	59949
24	4	254585
28	4	291298
32	4	283279
36	4	417111
40	4	215581
44	4	316237
48	4	486581
52	4	383576
56	4	229825
60	4	377572
64	4	271620
72	4	492954
76	4	290938
80	4	371939
84	4	467468
88	4	562174
92	4	485224
96	4	359189
100	4	265051
104	4	570870
108	4	261186
112	4	310419
116	4	7726
120	4	540097
124	4	521964
128	4	198137
132	4	165365
136	4	26517
144	4	179479
148	4	272080
152	4	492151
156	4	354035
160	4	124277
164	4	413903
168	4	402120
172	4	353301
176	4	256513
180	4	546877
184	4	289140
188	4	127531
192	4	461498
196	4	109976
200	4	545016
204	4	196255
208	4	235812
212	4	300374
216	4	393121
220	4	253489
224	4	417602
228	4	237919
232	4	329942
236	4	396932
244	4	293378
248	4	223458
252	4	270705
260	4	401088
264	4	314500
268	4	347407
272	4	280622
276	4	490222
280	4	238193
284	4	276768
288	4	363160
292	4	336310
296	4	256720
300	4	136111
304	4	323303
308	4	451490
312	4	283138
316	4	532256
320	4	550281
324	4	324669
332	4	498555
336	4	255137
340	4	288171
344	4	173422
348	4	262933
352	4	286550
356	4	399744
360	4	239466
364	4	344127
