onset	duration	imageid
8	4	42010
12	4	341487
16	4	349152
20	4	181139
24	4	390286
28	4	477390
40	4	468422
44	4	507278
48	4	332625
52	4	104130
56	4	389464
60	4	290969
64	4	266271
68	4	379465
72	4	24882
76	4	280429
80	4	418726
84	4	207564
88	4	175101
96	4	295560
100	4	279824
104	4	517780
108	4	347270
112	4	407336
116	4	194616
120	4	478175
124	4	263212
128	4	21963
132	4	564382
136	4	92710
140	4	9483
144	4	173091
148	4	544796
152	4	505133
156	4	298135
160	4	578792
164	4	325206
168	4	12670
172	4	414607
176	4	426096
180	4	183319
184	4	242138
188	4	240057
192	4	260733
196	4	399147
200	4	343933
204	4	339796
208	4	28285
212	4	461521
216	4	490964
220	4	570693
224	4	377868
232	4	322726
236	4	554770
240	4	142239
244	4	354444
252	4	196371
256	4	215462
260	4	326035
264	4	18460
272	4	252627
276	4	365015
280	4	311645
284	4	445464
288	4	255093
292	4	240764
296	4	280094
300	4	132991
304	4	476664
308	4	36660
312	4	3804
316	4	371176
320	4	128337
324	4	458027
328	4	486606
332	4	338403
336	4	295657
340	4	297314
344	4	484636
348	4	359005
352	4	325570
356	4	460030
360	4	537669
364	4	353907
368	4	196255
