onset	duration	imageid
8	4	2690
12	4	112798
16	4	183806
20	4	243780
24	4	310912
28	4	260808
32	4	184402
40	4	185282
44	4	148422
48	4	472678
52	4	208727
56	4	553149
60	4	12408
68	4	174964
76	4	406250
80	4	26564
84	4	438995
88	4	160308
92	4	273081
96	4	293218
100	4	328812
104	4	422310
108	4	485799
112	4	483767
116	4	34752
120	4	478148
124	4	430551
128	4	291784
132	4	530212
136	4	228530
140	4	331280
144	4	523831
148	4	74302
156	4	479550
160	4	520551
168	4	367375
172	4	533532
176	4	293955
180	4	322325
188	4	353051
192	4	229658
196	4	558910
200	4	330863
204	4	383893
208	4	22382
212	4	503153
216	4	252219
220	4	566062
224	4	289696
228	4	170012
232	4	344268
236	4	9772
240	4	256105
244	4	279708
248	4	505133
252	4	373053
256	4	390593
260	4	478518
264	4	353999
268	4	337226
272	4	337167
276	4	292616
280	4	572671
284	4	82688
288	4	253755
292	4	171201
296	4	271924
300	4	542776
304	4	489453
308	4	310242
312	4	167891
316	4	224000
320	4	72518
324	4	203371
328	4	8006
332	4	320081
336	4	432119
340	4	280310
344	4	417160
348	4	207564
352	4	30156
356	4	492800
360	4	207205
364	4	335871
368	4	343520
